"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"71","services","src\services\ShipmentService.java","3","320","Avoid variables with short names like br","Code Style","ShortVariable"
"72","services","src\services\ShipmentService.java","3","320","Ensure that resources like this BufferedReader object are closed after use","Error Prone","CloseResource"
"73","services","src\services\ShipmentService.java","3","320","Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"74","services","src\services\ShipmentService.java","3","322","Specify a character set instead of relying on the default charset","Best Practices","RelianceOnDefaultCharset"
"75","services","src\services\ShipmentService.java","2","331","Usage of System.out/err","Best Practices","SystemPrintln"
"76","services","src\services\ShipmentService.java","3","336","Avoid assignment to line in operand","Error Prone","AssignmentInOperand"
"77","services","src\services\ShipmentService.java","3","338","Local variable 'data' could be declared final","Code Style","LocalVariableCouldBeFinal"
"78","services","src\services\ShipmentService.java","3","341","Avoid using literals such as 6 in if statements","Error Prone","AvoidLiteralsInIfCondition"
"79","services","src\services\ShipmentService.java","2","354","Usage of System.out/err","Best Practices","SystemPrintln"
"80","services","src\services\ShipmentService.java","2","359","Usage of System.out/err","Best Practices","SystemPrintln"
"81","services","src\services\ShipmentService.java","2","364","Usage of System.out/err","Best Practices","SystemPrintln"
"82","services","src\services\ShipmentService.java","2","369","Usage of System.out/err","Best Practices","SystemPrintln"
"83","services","src\services\ShipmentService.java","2","374","Usage of System.out/err","Best Practices","SystemPrintln"
"84","services","src\services\ShipmentService.java","2","387","Usage of System.out/err","Best Practices","SystemPrintln"
"85","services","src\services\ShipmentService.java","2","397","Usage of System.out/err","Best Practices","SystemPrintln"
"86","services","src\services\ShipmentService.java","2","410","Usage of System.out/err","Best Practices","SystemPrintln"
"87","services","src\services\ShipmentService.java","3","428","Ensure that resources like this Scanner object are closed after use","Error Prone","CloseResource"
"88","services","src\services\ShipmentService.java","3","428","Local variable 'input' could be declared final","Code Style","LocalVariableCouldBeFinal"
"89","services","src\services\ShipmentService.java","3","428","Specify a character set instead of relying on the default charset","Best Practices","RelianceOnDefaultCharset"
"90","services","src\services\ShipmentService.java","2","430","Usage of System.out/err","Best Practices","SystemPrintln"
"91","services","src\services\ShipmentService.java","3","432","Local variable 'shipmentId' could be declared final","Code Style","LocalVariableCouldBeFinal"
"92","services","src\services\ShipmentService.java","2","435","Usage of System.out/err","Best Practices","SystemPrintln"
"93","services","src\services\ShipmentService.java","2","437","Usage of System.out/err","Best Practices","SystemPrintln"
"94","services","src\services\ShipmentService.java","2","438","Usage of System.out/err","Best Practices","SystemPrintln"
"95","services","src\services\ShipmentService.java","2","439","Usage of System.out/err","Best Practices","SystemPrintln"
"96","services","src\services\ShipmentService.java","2","441","Usage of System.out/err","Best Practices","SystemPrintln"
"97","services","src\services\ShipmentService.java","3","443","Local variable 'choice' could be declared final","Code Style","LocalVariableCouldBeFinal"
"98","services","src\services\ShipmentService.java","3","481","Avoid variables with short names like br","Code Style","ShortVariable"
"99","services","src\services\ShipmentService.java","3","481","Ensure that resources like this BufferedReader object are closed after use","Error Prone","CloseResource"
"100","services","src\services\ShipmentService.java","3","481","Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"101","services","src\services\ShipmentService.java","3","483","Specify a character set instead of relying on the default charset","Best Practices","RelianceOnDefaultCharset"
"102","services","src\services\ShipmentService.java","3","488","Local variable 'updatedFile' could be declared final","Code Style","LocalVariableCouldBeFinal"
"103","services","src\services\ShipmentService.java","3","496","Avoid assignment to line in operand","Error Prone","AssignmentInOperand"
"104","services","src\services\ShipmentService.java","3","498","Local variable 'data' could be declared final","Code Style","LocalVariableCouldBeFinal"
"105","services","src\services\ShipmentService.java","3","501","Avoid using literals such as 6 in if statements","Error Prone","AvoidLiteralsInIfCondition"
"106","services","src\services\ShipmentService.java","3","527","Avoid variables with short names like fw","Code Style","ShortVariable"
"107","services","src\services\ShipmentService.java","3","527","Ensure that resources like this FileWriter object are closed after use","Error Prone","CloseResource"
"108","services","src\services\ShipmentService.java","3","527","Local variable 'fw' could be declared final","Code Style","LocalVariableCouldBeFinal"
"109","services","src\services\ShipmentService.java","3","528","Specify a character set instead of relying on the default charset","Best Practices","RelianceOnDefaultCharset"
"110","services","src\services\ShipmentService.java","2","540","Usage of System.out/err","Best Practices","SystemPrintln"
"111","services","src\services\ShipmentService.java","2","555","Usage of System.out/err","Best Practices","SystemPrintln"
"112","services","src\services\ShipmentService.java","2","565","Usage of System.out/err","Best Practices","SystemPrintln"
"113","services","src\services\ShipmentService.java","2","578","Usage of System.out/err","Best Practices","SystemPrintln"
"114","services","src\services\ShipmentService.java","2","591","Usage of System.out/err","Best Practices","SystemPrintln"
"115","services","src\services\ShipmentService.java","3","606","Parameter 'shipmentId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"116","services","src\services\ShipmentService.java","3","607","Parameter 'customerId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"117","services","src\services\ShipmentService.java","3","608","Parameter 'source' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"118","services","src\services\ShipmentService.java","3","609","Parameter 'destination' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"119","services","src\services\ShipmentService.java","3","617","A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"1","utils","src\utils\Constants.java","3","3","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
